,cat_investment,cat_size,net_assets,portfolio_stocks,portfolio_bonds,price_earnings,price_book,price_sales,price_cashflow,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,label
766,1,0,50180000.0,99.02,0.0,23.92,1.39,5.54,9.05,0.0,0.29,0.0,99.67,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0
767,1,1,46530000.0,99.57,0.0,16.41,1.99,1.38,7.54,5.08,11.37,14.95,14.35,5.85,9.65,2.85,3.38,4.61,11.5,16.4,0
768,1,1,48300000.0,80.29,3.85,23.33,2.24,2.63,8.49,18.06,5.05,6.53,38.77,2.87,5.94,1.31,5.21,2.11,5.03,9.13,0
769,-1,0,224130000.0,0.11,95.23,15.76,1.3,2.14,7.23,3.17,0.0,9.71,3.24,0.0,0.77,61.85,0.44,1.29,19.54,0.0,0
770,0,0,454180000.0,99.8,0.0,25.47,4.99,4.74,15.37,4.22,15.5,14.29,8.6,1.09,3.53,0.0,1.02,2.49,6.46,42.8,0
771,-1,1,499260000.0,99.81,0.0,10.31,1.06,0.68,4.36,2.95,21.65,42.17,0.0,3.2,0.0,7.01,11.81,5.1,2.7,3.41,0
772,1,1,154530000.0,100.0,0.0,9.17,1.18,0.68,5.48,7.72,22.29,15.98,17.74,2.49,14.77,3.7,4.07,0.0,6.76,4.47,0
773,-1,1,3820000.0,99.94,0.0,11.63,0.9,1.57,6.17,12.83,7.05,4.83,47.08,9.13,0.0,10.11,2.39,0.0,4.91,1.67,1
774,0,1,1600000000.0,99.94,0.0,16.53,3.79,1.82,13.08,0.0,0.0,0.03,0.0,0.0,98.4,0.0,0.0,0.0,0.07,1.5,0
776,-1,1,28860000.0,99.72,0.0,10.68,1.14,0.7,4.43,1.69,19.61,28.59,0.0,4.52,3.83,10.37,10.16,14.91,6.32,0.0,0
777,1,1,443180000.0,99.95,0.0,16.59,3.6,1.49,5.59,1.76,1.93,0.0,0.6,0.01,0.0,0.0,0.0,0.13,92.18,3.39,0
781,1,1,50360000.0,99.61,0.0,13.44,1.36,0.79,4.52,1.46,0.0,0.0,0.22,0.0,0.0,0.0,0.0,98.08,0.24,0.0,0
782,-1,1,26430000.0,91.85,0.0,11.51,1.31,2.1,5.21,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
783,0,0,326640000.0,99.94,0.0,24.74,5.1,4.71,21.77,0.0,0.0,16.89,0.0,0.0,0.0,0.0,0.0,0.0,17.63,65.48,0
785,-1,1,12960000.0,99.78,0.0,10.35,1.06,0.68,5.11,8.12,9.63,22.03,3.4,10.72,10.85,3.68,4.26,8.14,11.57,7.61,0
786,0,0,344490000.0,99.96,0.0,21.79,3.06,1.63,13.34,4.15,2.01,0.0,0.0,1.31,12.36,21.88,0.0,0.0,54.65,3.63,0
789,-1,1,164040000.0,99.98,0.0,9.67,0.95,0.46,4.99,22.29,17.89,0.9,4.14,3.81,6.54,11.83,1.58,3.37,19.54,8.11,0
790,-1,1,2290000.0,99.27,0.0,5.24,0.74,0.34,2.7,18.89,13.26,8.27,0.0,3.16,0.07,2.39,5.93,0.66,24.65,22.72,-1
791,1,1,10990000.0,99.11,0.0,12.22,1.47,0.88,6.77,14.44,23.96,8.98,6.07,11.55,6.04,2.89,1.9,5.56,14.16,4.44,0
792,-1,0,9670000.0,99.94,0.0,11.96,1.81,0.67,5.81,3.78,18.95,13.8,3.64,6.0,12.53,3.52,2.23,4.93,10.69,19.93,0
794,1,1,7390000.0,99.65,0.0,16.03,1.92,2.09,5.82,19.92,7.45,31.7,7.91,4.29,9.3,2.18,1.38,5.89,6.96,3.02,0
795,1,1,17490000.0,99.63,0.0,11.83,1.36,1.12,5.37,5.71,12.57,23.69,6.71,5.3,2.7,2.94,4.0,4.55,7.03,24.79,0
796,1,1,20580000.0,99.32,0.0,11.23,1.87,1.5,3.69,15.91,7.57,36.68,1.01,10.02,2.1,5.99,1.86,14.37,3.83,0.66,-1
797,1,1,4830000.0,99.9,0.0,14.3,1.71,1.47,4.74,8.23,2.96,42.58,0.49,4.75,0.68,1.92,3.96,20.32,9.8,4.32,0
798,1,1,38420000.0,99.93,0.0,9.83,1.33,1.19,3.8,2.83,20.36,23.03,6.16,2.94,2.83,2.4,4.91,4.37,5.7,24.47,0
800,1,1,74370000.0,99.41,0.0,13.43,1.54,1.13,7.77,7.52,10.4,18.81,1.83,14.31,13.39,4.17,3.41,8.35,12.04,5.75,0
801,1,1,4560000.0,98.48,0.0,13.44,1.54,1.13,7.77,7.55,10.39,18.86,1.82,14.28,13.4,4.15,3.45,8.34,12.02,5.72,0
803,1,1,2390000.0,98.85,0.0,13.98,1.61,1.03,7.87,5.51,18.22,11.53,1.04,11.62,10.24,2.33,2.31,10.29,22.01,4.89,0
804,1,1,29080000.0,99.39,0.0,12.73,1.29,0.97,6.41,10.37,10.55,19.59,1.41,17.09,9.25,3.19,2.94,16.72,7.15,1.73,0
806,1,1,4140000.0,99.9,0.0,12.04,1.41,0.86,7.16,10.16,17.66,16.06,4.82,3.27,11.58,4.3,5.17,0.0,13.3,13.68,0
807,1,1,20120000.0,99.76,0.0,15.36,1.27,1.9,13.31,0.76,9.61,33.3,24.85,5.64,0.0,8.23,0.5,0.23,13.42,3.46,0
808,0,1,7010000.0,99.52,0.0,19.19,2.44,1.47,9.88,10.68,10.23,22.77,0.23,9.35,5.6,2.46,2.1,15.71,4.38,16.49,1
809,1,1,9480000.0,98.89,0.0,13.25,1.62,1.08,5.43,7.13,13.19,21.42,3.01,8.62,10.5,0.61,3.13,3.3,10.39,18.7,0
810,-1,1,10410000.0,99.85,0.0,9.63,1.09,0.6,3.73,0.64,6.48,36.6,0.0,1.86,2.01,23.22,3.21,15.48,8.84,1.66,0
811,1,1,13870000.0,99.09,0.0,12.85,1.12,0.79,5.12,7.33,16.96,10.91,3.25,9.37,8.41,2.2,5.55,1.61,20.05,14.37,0
812,1,1,290210000.0,99.74,0.0,12.83,1.12,0.79,5.1,7.23,16.84,10.92,3.29,9.31,8.42,2.21,5.59,1.65,20.15,14.39,0
813,-1,1,16950000.0,99.67,0.0,7.62,0.87,0.57,3.59,8.73,10.85,14.08,0.0,6.75,5.74,1.33,1.31,2.1,9.4,39.71,-1
814,1,1,13440000.0,99.32,0.0,19.49,3.36,2.66,12.56,2.92,11.72,17.5,2.9,6.85,14.41,3.22,6.92,5.14,11.66,16.77,0
815,-1,0,12510000.0,99.79,0.0,10.43,1.24,0.41,8.67,2.61,0.8,0.0,0.0,0.0,0.0,0.83,0.0,2.05,93.7,0.0,0
818,1,1,4420000.0,99.84,0.0,12.14,1.87,1.24,5.07,14.17,10.65,14.67,3.19,33.01,0.0,1.52,12.83,0.0,9.97,0.0,0
819,-1,1,27680000.0,98.3,0.0,11.32,1.53,1.1,5.15,16.19,11.91,21.24,2.0,11.03,0.0,15.12,6.54,3.45,12.52,0.0,-1
821,-1,1,16920000.0,99.66,0.0,14.32,2.86,1.99,7.8,1.78,13.67,28.48,1.63,16.38,12.17,0.43,7.34,0.14,10.39,7.6,0
822,-1,1,344490000.0,99.82,0.0,9.78,1.42,1.16,5.67,17.14,8.98,12.52,2.22,12.02,0.72,3.24,11.63,13.9,4.82,12.8,0
823,1,1,24720000.0,99.55,0.0,13.72,2.54,1.46,7.62,5.74,17.69,7.84,3.41,14.46,13.06,1.96,6.74,3.48,6.78,18.84,0
824,1,1,7410000.0,99.63,0.0,13.21,1.81,1.26,7.68,10.63,18.63,15.42,4.56,12.21,14.58,2.18,7.3,3.4,6.98,4.09,0
825,1,1,1000000000.0,99.67,0.0,16.86,4.07,1.73,10.54,1.87,19.21,5.06,3.72,16.13,11.65,6.13,2.97,2.14,12.77,18.35,0
826,1,0,10610000.0,99.94,0.0,16.92,3.34,1.49,10.65,0.79,25.15,9.87,7.79,10.32,8.79,3.03,0.22,0.17,18.46,15.41,0
827,0,-1,17980000.0,99.95,0.0,18.33,2.31,1.06,8.26,2.43,26.87,7.81,5.93,8.45,9.8,6.53,1.71,0.22,15.24,15.01,0
830,-1,1,11680000.0,99.94,0.0,5.03,0.69,0.64,2.13,15.81,0.0,19.27,0.0,2.47,0.0,5.38,4.13,52.03,0.92,0.0,0
831,0,1,2390000.0,100.0,0.0,16.25,2.44,2.03,14.02,8.87,4.82,18.85,1.07,21.65,33.42,0.0,1.23,0.0,8.68,1.41,0
834,-1,1,14830000.0,100.0,0.0,13.87,1.47,0.81,5.56,13.26,3.88,21.04,0.0,3.41,0.11,0.0,5.34,0.99,3.06,48.91,1
835,1,0,503490000.0,99.38,0.0,10.37,1.48,1.85,2.28,4.49,1.12,46.1,9.04,10.2,2.67,5.05,11.44,3.77,4.39,1.73,0
836,1,1,217450000.0,99.94,0.0,15.21,2.17,1.33,8.73,84.75,12.91,0.0,0.0,0.0,0.0,0.0,0.0,0.42,1.93,0.0,0
840,1,1,26040000.0,99.97,0.0,13.78,2.25,1.88,8.45,0.0,7.43,13.9,0.0,10.04,24.75,4.01,15.35,10.34,5.96,8.21,0
841,-1,1,1110000000.0,99.97,0.0,11.7,1.35,2.2,5.35,0.0,0.0,98.05,1.88,0.0,0.0,0.0,0.0,0.0,0.07,0.0,-1
842,1,-1,3370000000.0,99.94,0.0,15.86,1.71,0.85,7.39,8.14,16.34,12.4,11.55,5.47,5.28,3.83,1.13,4.75,19.21,11.9,0
843,-1,1,274690000.0,99.91,0.0,14.19,2.18,1.04,7.13,3.23,11.96,14.08,2.42,10.12,11.21,3.99,4.85,9.83,12.13,16.19,0
844,-1,0,1870000000.0,99.79,0.0,12.93,1.12,0.56,5.13,10.29,19.54,11.12,5.4,8.52,4.69,2.62,1.89,3.71,22.89,9.32,0
845,-1,1,2350000000.0,98.88,0.0,8.45,1.0,0.63,3.15,8.58,4.22,24.53,1.92,5.01,0.35,2.67,10.84,24.89,2.64,14.35,0
846,-1,1,4130000000.0,99.62,0.0,11.26,1.13,0.69,4.97,9.64,13.36,18.45,1.81,9.16,6.79,5.64,5.78,9.81,12.46,7.11,0
847,-1,1,4720000000.0,99.87,0.0,14.08,2.23,1.06,7.11,2.82,11.6,14.22,1.68,10.5,11.69,4.0,5.15,10.25,11.55,16.53,0
848,0,1,22420000.0,99.49,0.0,43.77,10.77,6.19,21.34,0.0,10.64,1.52,0.0,0.0,25.86,0.0,0.0,0.0,4.3,57.68,0
851,0,0,124420000.0,99.91,0.0,0.0,0.0,0.0,0.0,3.33,35.86,16.59,0.0,7.3,3.59,0.0,1.91,1.8,3.26,26.35,1
852,-1,0,53450000.0,100.0,0.0,11.48,1.23,0.75,5.69,7.12,17.59,22.25,11.05,3.38,1.84,3.46,1.51,5.73,21.11,4.95,0
853,1,0,883770000.0,99.89,0.0,14.98,1.79,1.08,6.76,4.97,16.79,16.76,9.94,3.65,7.67,2.87,1.13,3.94,18.56,13.72,0
854,0,0,233040000.0,100.0,0.0,23.21,3.66,2.2,8.18,3.12,16.8,9.42,7.29,3.24,14.79,1.44,0.75,3.35,14.81,25.0,0
855,1,1,1220000.0,98.2,0.0,13.35,2.25,1.74,12.6,4.79,0.0,0.0,0.0,93.5,0.0,0.0,0.0,0.0,0.0,1.71,0
856,1,1,14660000.0,99.7,0.0,6.36,1.34,0.37,5.88,0.0,0.0,0.0,3.3,0.0,0.0,0.0,13.2,0.0,1.55,81.95,0
857,-1,1,38270000.0,99.63,0.0,9.3,0.87,0.84,5.96,15.52,3.88,3.58,33.03,3.44,2.66,2.74,2.9,5.74,17.96,8.54,0
858,-1,-1,3330000000.0,0.16,37.99,36.71,0.67,3.05,5.81,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
860,0,1,1110000000.0,99.95,0.0,22.39,2.93,2.0,10.63,0.74,8.03,10.46,2.25,11.13,18.4,1.11,7.29,1.55,7.65,31.38,0
861,0,1,22660000.0,100.0,0.0,14.15,1.25,1.55,12.94,0.0,12.82,15.87,11.79,0.82,11.44,6.84,10.62,0.0,5.73,24.07,0
862,0,1,136950000.0,99.86,0.0,17.44,4.13,3.28,10.11,2.44,11.53,15.62,4.13,6.73,14.08,3.19,3.33,5.28,9.55,24.13,0
863,1,0,26780000.0,99.77,0.0,18.93,1.24,1.6,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0
864,1,0,734380000.0,99.94,0.0,38.4,2.43,4.75,8.39,2.06,0.0,0.0,87.57,0.0,0.0,0.0,9.48,0.0,0.89,0.0,1
865,-1,0,133090000.0,99.89,0.0,39.63,2.24,5.58,7.84,0.0,0.0,0.0,98.84,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0
866,1,0,53310000.0,99.67,0.0,10.72,1.68,2.15,4.46,8.71,10.63,42.44,5.25,8.64,0.0,3.95,9.62,3.25,7.51,0.0,0
867,-1,1,472030000.0,99.95,0.0,17.14,3.78,1.26,13.57,0.13,0.34,0.0,0.0,99.14,0.0,0.0,0.0,0.0,0.26,0.14,1
868,1,0,163880000.0,99.93,0.0,15.93,1.74,1.06,10.13,6.73,8.95,22.37,3.32,7.17,10.48,3.69,4.22,0.0,33.06,0.0,0
869,-1,1,1160000000.0,99.96,0.0,11.27,1.48,0.89,4.05,4.42,18.21,22.46,1.96,10.66,6.4,7.85,4.9,5.5,11.39,6.26,0
870,-1,1,4410000.0,100.0,0.0,12.93,1.48,0.89,9.67,58.92,3.01,0.0,0.0,6.52,8.07,0.0,0.0,0.0,23.49,0.0,-1
871,0,1,954140000.0,99.94,0.0,22.68,4.66,2.68,10.73,3.93,16.26,7.87,4.64,5.09,15.61,2.41,1.92,4.0,14.78,23.5,0
872,1,1,1990000000.0,99.94,0.0,16.96,3.92,1.92,10.93,5.67,11.73,23.3,0.0,12.06,7.87,0.0,2.24,1.85,24.67,10.6,0
873,0,1,2240000000.0,99.9,0.0,18.95,5.44,3.24,12.4,0.09,0.11,10.75,0.0,0.0,0.0,0.0,0.09,0.0,5.73,83.22,1
875,-1,1,61230000.0,98.74,0.0,14.87,2.46,1.56,10.12,6.58,14.32,19.36,1.75,7.41,7.77,6.39,3.13,3.35,15.95,14.0,0
876,-1,1,9730000.0,99.35,0.0,14.87,2.46,1.56,10.12,6.58,14.31,19.36,1.75,7.41,7.76,6.38,3.13,3.36,15.95,14.0,0
877,1,1,188480000.0,72.39,0.0,16.17,2.67,1.75,9.23,6.01,16.24,12.12,6.9,8.25,15.25,0.0,2.17,8.96,9.53,14.58,0
878,-1,1,8550000.0,99.93,0.0,11.24,1.47,0.9,5.51,28.7,4.57,0.0,0.0,7.24,0.0,10.47,0.0,44.4,4.62,0.0,0
882,-1,1,89600000.0,100.0,0.0,12.06,2.89,1.51,7.63,3.8,24.91,3.93,0.01,6.91,19.46,0.01,4.19,0.01,8.17,28.6,0
883,1,1,8930000.0,99.66,0.0,15.54,3.73,0.46,8.24,0.0,54.98,0.0,0.0,35.64,8.4,0.0,0.0,0.0,0.0,0.97,0
884,-1,1,2010000.0,99.63,0.0,15.23,2.13,0.97,10.52,0.0,1.2,1.11,0.0,97.69,0.0,0.0,0.0,0.0,0.0,0.0,1
885,0,1,5380000.0,99.88,0.0,14.73,2.92,3.83,11.32,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0
886,0,1,30240000.0,99.59,0.0,16.74,3.35,3.56,9.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.48,0.0,0.0,92.52,0
887,-1,1,12290000.0,99.2,0.0,17.52,1.41,1.13,4.36,0.0,0.0,0.0,0.0,0.0,0.0,7.82,0.0,92.18,0.0,0.0,0
888,-1,1,168450000.0,99.61,0.0,11.34,1.23,3.52,8.79,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
889,-1,1,2330000.0,99.79,0.0,10.87,1.99,0.72,5.68,0.0,34.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.39,0.0,0
893,-1,1,637680000.0,99.95,0.0,18.75,2.01,2.31,8.34,0.53,0.0,0.0,0.0,0.0,0.0,98.95,0.0,0.52,0.0,0.0,0
894,0,1,2440000000.0,99.6,0.0,20.28,3.81,2.75,12.39,0.0,5.03,2.13,0.0,0.0,37.05,0.0,0.64,0.0,0.07,55.07,0
895,-1,1,124500000.0,99.88,0.0,12.23,2.1,1.03,5.86,3.13,11.15,17.01,3.47,7.69,13.56,3.28,3.45,5.11,8.93,23.23,0
896,0,1,531330000.0,99.34,0.0,20.28,3.81,2.75,12.39,0.0,5.03,2.13,0.0,0.0,37.04,0.0,0.64,0.0,0.07,55.08,0
897,-1,1,5490000000.0,99.94,0.0,16.12,2.25,1.76,9.13,2.7,7.51,20.9,4.8,12.34,5.34,20.55,3.2,2.65,13.56,6.44,0
898,0,1,41260000.0,99.97,0.0,21.07,3.27,2.2,8.8,8.8,7.61,5.53,5.38,11.14,12.35,7.48,8.16,10.37,9.6,13.59,0
899,0,0,18350000.0,1.75,68.1,0.0,0.0,0.0,0.0,4.38,0.0,66.58,0.0,0.0,0.0,22.71,0.0,0.0,6.34,0.0,0
900,-1,1,30060000.0,97.07,2.93,11.35,1.87,1.03,5.19,3.06,19.53,26.75,0.37,1.82,8.41,0.52,0.54,10.47,15.65,12.88,0
901,1,1,12310000.0,98.12,1.88,12.1,1.45,0.85,4.49,15.1,18.36,7.26,0.0,3.99,7.86,3.47,1.67,15.63,2.52,24.14,0
907,1,0,319800000.0,99.88,0.0,14.59,1.98,0.87,7.98,0.0,79.66,0.0,0.0,9.26,0.0,0.0,9.24,0.0,1.48,0.36,0
912,-1,0,320690000.0,99.93,0.0,12.36,2.09,0.72,10.06,0.0,3.41,0.0,0.0,95.14,1.44,0.0,0.0,0.0,0.0,0.0,0
914,0,1,2140000000.0,99.77,0.0,18.22,2.9,1.48,13.1,0.0,0.0,0.0,0.0,0.0,94.82,0.0,0.0,0.0,0.0,5.18,0
915,-1,1,6230000000.0,99.78,0.0,8.74,1.17,1.1,3.23,2.53,4.51,46.27,9.55,0.0,0.0,0.96,10.33,9.89,4.04,11.92,0
917,0,1,2170000000.0,99.92,0.0,20.52,3.59,2.23,11.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,99.68,0
918,1,0,188650000.0,99.87,0.0,18.91,1.0,0.71,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0
919,-1,0,978880000.0,99.91,0.0,12.45,1.38,1.95,5.32,1.15,0.0,71.06,22.24,0.0,0.0,0.0,1.21,0.0,3.43,0.91,0
921,1,0,369250000.0,99.67,0.0,14.28,2.09,1.05,4.39,0.0,2.38,0.0,0.0,0.0,1.17,0.0,0.0,0.0,90.29,6.17,0
924,-1,1,392870000.0,99.69,0.0,15.98,1.39,1.46,4.84,2.94,0.0,0.0,0.0,0.0,0.0,61.62,31.14,4.3,0.0,0.0,0
926,-1,0,144490000.0,99.92,0.0,12.39,1.87,0.84,6.87,66.72,17.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.21,2.44,0
927,0,-1,300010000.0,100.0,0.0,16.5,2.7,1.72,7.94,3.59,10.9,11.3,7.08,3.01,20.76,1.37,2.14,2.27,13.02,24.56,0
928,-1,1,25540000.0,98.92,0.0,9.86,1.07,0.66,4.56,21.08,12.61,29.15,3.33,3.92,1.99,4.69,7.79,8.57,5.73,1.15,0
929,-1,-1,59670000.0,100.0,0.0,12.0,1.06,0.51,4.52,12.06,24.13,7.52,9.46,5.82,2.06,1.24,1.4,8.81,21.23,6.28,-1
930,1,-1,604170000.0,99.82,0.0,13.7,1.47,0.74,5.72,8.64,17.74,9.77,8.77,4.61,9.64,1.53,1.58,5.08,18.17,14.47,0
932,-1,1,63750000.0,44.54,42.14,11.83,1.55,1.07,6.1,10.27,11.36,15.4,15.86,5.15,6.43,3.72,3.72,7.96,8.25,11.87,0
933,1,1,254660000.0,64.62,28.78,14.89,1.75,1.36,7.12,4.91,10.52,14.47,12.65,6.82,11.47,2.55,3.56,4.75,12.48,15.83,0
934,0,0,97680000.0,99.81,0.0,16.13,2.24,1.47,9.81,0.0,3.54,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,95.6,1
935,0,1,13890000.0,34.9,4.88,16.73,3.83,1.8,10.26,6.38,16.82,22.89,0.0,4.56,4.52,1.39,0.0,3.1,23.71,16.63,0
936,1,0,34200000.0,51.31,0.0,15.37,0.84,1.38,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1
942,-1,1,207460000.0,99.78,0.0,11.84,1.43,1.03,6.16,12.56,11.94,0.0,1.95,12.01,8.34,3.96,14.78,17.77,9.38,7.32,0
943,1,1,692500000.0,98.71,0.0,15.05,2.25,1.82,10.52,6.55,11.26,17.05,2.85,9.01,10.36,2.88,3.07,7.71,12.74,16.52,0
944,0,0,10290000000.0,99.92,0.0,25.86,1.41,2.47,7.92,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
945,0,-1,3900000000.0,99.67,0.0,18.64,1.09,1.48,4.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
947,0,0,12190000.0,26.14,0.0,26.41,1.49,2.5,8.06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
948,1,1,1770000000.0,99.99,0.0,10.81,1.43,1.06,4.51,5.57,12.15,24.17,1.72,11.53,2.15,3.47,5.27,7.35,3.97,22.66,0
949,0,1,18490000.0,99.73,0.0,21.57,4.31,2.13,13.44,0.0,49.32,4.11,2.0,10.02,0.0,0.0,0.0,0.0,2.59,31.96,0
950,0,0,89230000.0,99.87,0.0,19.23,2.29,1.82,8.84,4.85,9.02,0.0,0.0,0.0,0.0,14.47,0.0,0.86,39.54,31.27,0
951,-1,0,59330000.0,100.0,0.0,17.14,1.44,1.22,7.07,0.0,0.0,0.0,0.0,0.0,0.0,51.1,0.0,33.33,15.57,0.0,0
955,1,1,318770000.0,99.56,0.0,18.27,1.89,2.29,8.89,0.26,0.0,0.0,0.0,0.0,0.0,42.62,0.0,19.25,37.88,0.0,0
962,1,1,503200000.0,99.87,0.0,12.63,1.59,1.14,5.3,6.35,13.4,24.12,3.84,6.34,3.38,2.3,4.45,5.73,6.21,23.87,1
963,-1,1,1320000.0,100.0,0.0,13.07,2.18,0.91,7.63,2.08,15.53,14.07,2.09,7.9,15.75,2.07,0.0,5.78,10.21,24.52,1
964,-1,1,110320000.0,34.82,47.53,18.08,1.89,2.69,7.23,0.38,0.0,0.07,48.07,0.0,15.98,24.17,1.47,3.03,6.69,0.14,0
966,-1,1,1230000000.0,99.5,0.0,12.32,1.36,0.72,5.66,51.99,8.0,0.0,0.0,4.84,0.0,0.0,0.0,33.89,1.28,0.0,0
967,0,1,3350000.0,96.56,0.0,17.97,2.52,2.13,15.12,2.81,0.0,0.0,0.0,0.0,97.19,0.0,0.0,0.0,0.0,0.0,0
968,0,-1,13480000.0,99.24,0.0,18.8,1.32,2.18,3.16,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
969,0,-1,34270000.0,99.93,0.0,15.19,1.16,1.17,3.57,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
971,1,0,331490000.0,98.34,0.0,22.63,1.22,4.44,6.66,0.7,0.47,0.22,98.37,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0
972,1,0,701210.0,93.88,0.0,12.71,1.88,0.76,6.89,11.91,8.95,0.0,0.0,0.0,0.98,3.09,3.24,3.25,64.44,4.14,1
973,-1,-1,263910000.0,99.8,0.0,11.71,0.68,0.79,3.28,8.42,17.05,21.97,4.37,1.65,0.0,6.31,14.16,12.9,13.18,0.0,0
974,-1,1,171500000.0,74.98,8.24,13.48,1.45,0.82,6.01,44.39,0.06,0.0,0.0,26.21,0.0,4.94,0.0,16.1,8.3,0.0,0
975,1,1,57020000.0,99.56,0.0,26.92,1.64,6.15,15.46,0.0,0.44,0.0,94.87,0.0,0.0,0.0,4.69,0.0,0.0,0.0,1
976,-1,0,26220000.0,99.9,0.0,14.83,2.2,1.08,6.79,0.0,11.77,0.0,0.0,0.0,0.0,10.85,0.0,0.0,30.69,46.7,-1
977,1,1,1970000.0,99.99,0.0,11.75,1.34,0.82,7.21,10.04,18.78,15.29,4.74,3.67,11.46,3.51,5.32,0.0,13.49,13.71,0
981,-1,-1,15320000.0,99.93,0.0,12.7,1.4,0.69,6.59,7.82,19.92,13.64,12.7,8.79,2.32,6.26,1.27,3.27,15.99,8.02,0
982,1,1,29170000.0,99.87,0.0,13.87,1.7,0.97,7.59,6.85,13.53,15.65,1.63,15.65,14.12,4.6,2.3,6.66,11.94,7.07,0
983,1,1,112860000.0,100.0,0.0,16.13,2.43,1.51,7.33,4.33,12.17,14.09,5.45,7.38,12.53,6.27,1.84,6.21,14.17,15.55,0
985,1,1,1400000000.0,99.89,0.0,14.21,1.59,0.94,6.83,6.29,13.0,17.76,3.4,15.58,11.25,4.18,3.0,4.82,12.38,8.34,0
986,1,1,30880000.0,100.0,0.0,13.04,1.13,0.69,4.97,5.13,17.22,9.95,4.3,11.69,9.41,3.66,5.93,1.18,17.89,13.64,0
987,1,1,4510000000.0,100.0,0.0,16.59,3.02,1.64,8.9,1.36,14.13,12.38,2.76,9.93,15.04,4.58,2.43,3.04,9.78,24.56,0
989,1,-1,89290000.0,100.0,0.0,16.24,1.88,1.03,6.84,5.42,13.03,18.73,9.03,4.01,12.16,4.15,1.1,2.12,13.62,16.64,-1
993,-1,1,20340000.0,100.0,0.0,11.69,1.42,2.95,2.65,10.29,1.05,58.53,7.24,2.46,0.23,1.67,12.21,1.82,4.5,0.0,0
994,1,1,5620000000.0,99.35,0.0,13.49,1.42,0.76,6.34,48.57,0.0,0.0,0.0,16.57,0.0,4.2,0.0,29.89,0.78,0.0,0
995,0,1,57670000.0,99.86,0.0,15.76,2.38,1.77,8.68,6.63,15.6,11.37,0.0,10.26,12.99,4.57,5.07,5.13,8.09,20.28,0
996,1,0,264790000.0,53.34,0.0,13.91,0.97,0.73,2.31,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.51,0.0,0.0,1
997,-1,0,153220000.0,98.4,0.0,7.75,1.21,0.76,4.02,16.75,4.67,28.73,0.69,6.35,1.28,11.45,4.39,14.48,8.14,3.06,0
999,0,1,79100000.0,100.0,0.0,16.12,2.21,1.77,7.85,1.98,18.38,14.13,0.0,2.09,11.16,1.94,8.07,3.86,7.99,30.39,0
1000,1,-1,811710000.0,98.67,0.0,12.1,1.09,0.63,5.63,11.12,16.52,8.54,10.03,6.91,8.39,1.78,0.98,3.0,19.23,13.51,0
1001,1,1,1420000000.0,99.77,0.0,10.17,1.29,1.13,3.89,2.87,20.91,21.81,6.48,4.49,3.1,2.07,4.77,4.19,6.28,23.02,0
1002,1,1,22380000.0,100.0,0.0,15.0,2.2,2.0,13.28,0.0,2.54,24.36,0.0,5.33,19.67,3.5,4.43,6.32,21.27,12.57,0
1003,-1,1,91570000.0,98.89,0.0,11.73,1.27,0.9,4.32,9.72,3.31,48.31,0.0,4.11,0.0,14.41,0.0,17.19,2.94,0.0,0
1004,-1,-1,60590000.0,62.05,37.95,9.6,1.06,0.68,4.64,11.73,3.66,2.02,32.95,0.0,0.0,13.41,5.23,23.03,7.98,0.0,0
1005,0,0,1610000000.0,100.0,0.0,24.91,3.2,2.79,14.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,96.84,0
